 %1$S フォル	verboseFolderFormat, comp not found	%2$S の %1$S フォルダ	"not found entry", missing	"not found entry", missing	"not found entry", missing	"not found entry", missing	firefox word notf	10488
 (マ	fk, comp not found	フォークランド (マルビナス) 諸島	"not found entry", missing	"not found entry", missing	"not found entry", missing	"not found entry", missing	firefox word notf	4639
フォルダが使用中のため処理できませんでした。他の処理が完了するのを待ってから再度試してください。	operationFailedFolderBusy	self	The operation failed because an other operation is using the folder. Please wait for that operation to finish and then try again.	phrase, no reading now	no comment	差異 [さい] (n) difference/disparity/(P)/<br>差違 [さい] (n) difference/<br>債 [さい] (n,n-suf) debt/loan/(P)/<br>再 [さい] (pref) re-/again/repeated/(P)/<br>最 [さい] (pref,adj-na) (1) the most/the extreme/(adj-t,adv-to) (2) prime/conspicuous/<br>才 [さい] (suf) (1) -years-old/(2) ability/gift/talent/aptitude/genius/(P)/<br>歳 [さい] (suf) (1) -years-old/(P)/<br>采 [さい] (n) (1) (abbr) dice/die/(2) baton (of command)/<br>犀 [さい] (n) rhinoceros/<br>細 [さい] (n) detail/details/<br>菜 [さい] (n) side dish/<br>裁 [さい] (n-suf) judge/<br>載 [さい] (n) 10^44/<br>際 [さい] (n-adv,n) on the occasion of/circumstances/(P)/<br>賽 [さい] (n) (1) (abbr) dice/die/(2) baton (of command)/<br>釵 [さい] (n) (MA) sai (an Okinawan weapon)/<br>	firefox phrase	10468
フォルダが開かれていないため、クォータ情報は利用できません。	5095	self	Quota information is not available because the folder is not open.	phrase, no reading now	no comment	ません [ません] (exp) (pol) suffix used to negate a verb in the non-past tense/<br>	firefox phrase	8977
フォルダにコピーしました	filterAction16	self	copied to folder	phrase, no reading now	no comment	縞 [しま] (n) stripe/bar/streak/(P)/<br>島 [しま] (n) (1) island/(2) (uk) territory (of a prostitute, organized crime gang, etc.)/turf/(P)/<br>嶋 [しま] (n) (1) island/(2) (uk) territory (of a prostitute, organized crime gang, etc.)/turf/<br>	firefox phrase	8364
フォルダに書き込みできなかったため %S フォルダにこのメッセージを移動やコピーできませんでした。ファイルメニューの [ごみ箱を空にする] や [フォルダを最適化] によってディスクの空き領域を増やしてから、再度試してください。	copyMsgWriteFailed	self	The messages could not be moved or copied to folder '%S' because writing to folder failed. To gain disk space, from the File menu, first choose Empty Trash, and then choose Compact Folders, and then try again.	phrase, no reading now	no comment	差異 [さい] (n) difference/disparity/(P)/<br>差違 [さい] (n) difference/<br>債 [さい] (n,n-suf) debt/loan/(P)/<br>再 [さい] (pref) re-/again/repeated/(P)/<br>最 [さい] (pref,adj-na) (1) the most/the extreme/(adj-t,adv-to) (2) prime/conspicuous/<br>才 [さい] (suf) (1) -years-old/(2) ability/gift/talent/aptitude/genius/(P)/<br>歳 [さい] (suf) (1) -years-old/(P)/<br>采 [さい] (n) (1) (abbr) dice/die/(2) baton (of command)/<br>犀 [さい] (n) rhinoceros/<br>細 [さい] (n) detail/details/<br>菜 [さい] (n) side dish/<br>裁 [さい] (n-suf) judge/<br>載 [さい] (n) 10^44/<br>際 [さい] (n-adv,n) on the occasion of/circumstances/(P)/<br>賽 [さい] (n) (1) (abbr) dice/die/(2) baton (of command)/<br>釵 [さい] (n) (MA) sai (an Okinawan weapon)/<br>	firefox phrase	10418
フォルダに書き込みできなかったため %S フォルダにメッセージをフィルタで分別できませんでした。ディスク領域が十分あるかどうか、ファイルシステムに書き込み権限があるかどうか確認してから再度試してください。	filterFolderWriteFailed	self	The messages could not be filtered to folder '%S' because writing to folder failed. Verify that you have enough disk space, and that you have write privileges to the file system, then try again.	phrase, no reading now	no comment	差異 [さい] (n) difference/disparity/(P)/<br>差違 [さい] (n) difference/<br>債 [さい] (n,n-suf) debt/loan/(P)/<br>再 [さい] (pref) re-/again/repeated/(P)/<br>最 [さい] (pref,adj-na) (1) the most/the extreme/(adj-t,adv-to) (2) prime/conspicuous/<br>才 [さい] (suf) (1) -years-old/(2) ability/gift/talent/aptitude/genius/(P)/<br>歳 [さい] (suf) (1) -years-old/(P)/<br>采 [さい] (n) (1) (abbr) dice/die/(2) baton (of command)/<br>犀 [さい] (n) rhinoceros/<br>細 [さい] (n) detail/details/<br>菜 [さい] (n) side dish/<br>裁 [さい] (n-suf) judge/<br>載 [さい] (n) 10^44/<br>際 [さい] (n-adv,n) on the occasion of/circumstances/(P)/<br>賽 [さい] (n) (1) (abbr) dice/die/(2) baton (of command)/<br>釵 [さい] (n) (MA) sai (an Okinawan weapon)/<br>	firefox phrase	10390
フォルダに書き込みできなかったため %S フォルダを最適化できませんでした。ディスク領域が十分あるかどうか、ファイルシステムに書き込み権限があるかどうか確認してから再度試してください。	compactFolderWriteFailed	self	The folder '%S' could not be compacted because writing to folder failed. Verify that you have enough disk space, and that you have write privileges to the file system, then try again.	phrase, no reading now	no comment	差異 [さい] (n) difference/disparity/(P)/<br>差違 [さい] (n) difference/<br>債 [さい] (n,n-suf) debt/loan/(P)/<br>再 [さい] (pref) re-/again/repeated/(P)/<br>最 [さい] (pref,adj-na) (1) the most/the extreme/(adj-t,adv-to) (2) prime/conspicuous/<br>才 [さい] (suf) (1) -years-old/(2) ability/gift/talent/aptitude/genius/(P)/<br>歳 [さい] (suf) (1) -years-old/(P)/<br>采 [さい] (n) (1) (abbr) dice/die/(2) baton (of command)/<br>犀 [さい] (n) rhinoceros/<br>細 [さい] (n) detail/details/<br>菜 [さい] (n) side dish/<br>裁 [さい] (n-suf) judge/<br>載 [さい] (n) 10^44/<br>際 [さい] (n-adv,n) on the occasion of/circumstances/(P)/<br>賽 [さい] (n) (1) (abbr) dice/die/(2) baton (of command)/<br>釵 [さい] (n) (MA) sai (an Okinawan weapon)/<br>	firefox phrase	10361
フォルダのアクセス制御リストを取得しています...	5029	self	Getting folder ACL…	phrase, no reading now	no comment	ます [ます] (aux-v) (1) (pol) used to indicate respect for the listener (or reader)/(2) (arch) (hum) used to indicate respect for those affected by the action/<br>	firefox phrase	8666
フォルダのプロパティ	folderProperties	self	Folder Properties	phrase, no reading now	no comment	パテ [パテ] (n) (1) putty/(2) pate (ger:)/(P)/<br>	firefox phrase	9984
フォルダの中身を書き換えることができないため %S を保存できませんでした。\n\nフォルダのプロパティを変更してから再度試すか、別の場所に保存してください。	accessError	self	%S could not be saved, because you cannot change the contents of that folder.\n\nChange the folder properties and try again, or try saving in a different location.	phrase, no reading now	no comment	下さい [ください] (exp) (1) (uk) (hon) please give me/(2) (after te-form of a verb or a noun prefixed with o- or go-) please do for me/(P)/<br>	firefox phrase	3874
フォルダの作成: %s	CreateFolder	self	Create Folder: %s	phrase, no reading now	no comment	作成 [さくせい] (n,vs) framing/drawing up/making/producing/creating/creation/preparing/writing/(P)/<br>	firefox phrase	5532
フォルダの削除: %s	RemoveFolder	self	Remove Folder: %s	phrase, no reading now	no comment	削除 [さくじょ] (n,vs,adj-no) elimination/cancellation/deletion/erasure/DEL (key)/(P)/<br>	firefox phrase	5535
フォルダの名前を変更できませんでした。フォルダ名が変更されたか、新しい名前がフォルダ名として正しくないかもしれません。	folderRenameFailed	self	The folder could not be renamed. Perhaps the folder is being reparsed, or the new name is not a valid folder name.	phrase, no reading now	no comment	ません [ません] (exp) (pol) suffix used to negate a verb in the non-past tense/<br>	firefox phrase	10487
フォルダの最適化	autoCompactAllFoldersTitle	self	Compact Folders	phrase, no reading now	no comment	最適 [さいてき] (adj-na,n,adj-no) optimum/the most suitable/(P)/<br>	firefox phrase	10187
フォルダの最適化を完了しました	doneCompacting	self	Done compacting	phrase, no reading now	no comment	縞 [しま] (n) stripe/bar/streak/(P)/<br>島 [しま] (n) (1) island/(2) (uk) territory (of a prostitute, organized crime gang, etc.)/turf/(P)/<br>嶋 [しま] (n) (1) island/(2) (uk) territory (of a prostitute, organized crime gang, etc.)/turf/<br>	firefox phrase	10184
フォルダを作成しています...	5001	self	Creating folder…	phrase, no reading now	no comment	ます [ます] (aux-v) (1) (pol) used to indicate respect for the listener (or reader)/(2) (arch) (hum) used to indicate respect for those affected by the action/<br>	firefox phrase	8582
フォルダを削除	5107	self	Delete Folder	phrase, no reading now	no comment	削 [さく] (n) plane/sharpen/whittle/pare/shave (leather)/scrape off/crossout/reduce/curtail/<br>	firefox phrase	9058
フォルダを削除(&D)	5108	self	&Delete Folder	phrase, no reading now	no comment	削除 [さくじょ] (n,vs,adj-no) elimination/cancellation/deletion/erasure/DEL (key)/(P)/<br>	firefox phrase	9061
フォルダを探しています...	5004	self	Looking for folders…	phrase, no reading now	no comment	ます [ます] (aux-v) (1) (pol) used to indicate respect for the listener (or reader)/(2) (arch) (hum) used to indicate respect for those affected by the action/<br>	firefox phrase	8598
フォルダを既読にする	markFolderRead	self	Mark Folder Read;Mark Folders Read	phrase, no reading now	no comment	既読 [きどく] (adj-no,n) (abbr) already read/<br>	firefox phrase	9977
フォルダを最適化しています...	5010	self	Compacting folder…	phrase, no reading now	no comment	ます [ます] (aux-v) (1) (pol) used to indicate respect for the listener (or reader)/(2) (arch) (hum) used to indicate respect for those affected by the action/<br>	firefox phrase	8630
フォルダを検索中です...	5007	self	Searching folder…	phrase, no reading now	no comment	です [です] (aux) (pol) polite copula in Japanese/(P)/<br>	firefox phrase	8614
フォルダを選択してください。	mustSelectFolder	self	You must select a target folder.	phrase, no reading now	no comment	下さい [ください] (exp) (1) (uk) (hon) please give me/(2) (after te-form of a verb or a noun prefixed with o- or go-) please do for me/(P)/<br>	firefox phrase	8065
フォルダを閉じています...	5009	self	Closing folder…	phrase, no reading now	no comment	ます [ます] (aux-v) (1) (pol) used to indicate respect for the listener (or reader)/(2) (arch) (hum) used to indicate respect for those affected by the action/<br>	firefox phrase	8625
フォルダを開いています...	5000	self	Opening folder %S…	phrase, no reading now	no comment	居間 [いま] (n) living room (western style)/(P)/<br>今 [いま] (n-adv,n) now/the present time/just now/soon/immediately/(one) more/(P)/<br>	firefox phrase	8577
フォルダ一覧	currentListTab-imap.label	self	Folder List	phrase, no reading now	no comment	一 [いち] (num,pref) (1) one/(suf) (2) best in/the most (...) in (where an adjective follows)/(P)/<br>一 [ひと] (num,pref) (1) one/<br>一 [ひとつ] (io) (n) (1) one/(2) for one thing (often used in itemized lists)/(3) (after a noun) only/(4) (with a verb in negative form) (not) even/(n-adv) (5) just (i.e. "just try it")/<br>	firefox phrase	13954
フォルダ名に使用できない文字が含まれています。他の名前を入力して再度作成してください。	folderCreationFailed	self	The folder could not be created because the folder name you specified contains an unrecognized character. Please enter a different name and try again.	phrase, no reading now	no comment	下さい [ください] (exp) (1) (uk) (hon) please give me/(2) (after te-form of a verb or a noun prefixed with o- or go-) please do for me/(P)/<br>	firefox phrase	10174
フォルダ名の変更: %s から %s へ	RenameFolder	self	Rename Folder: %s to %s	phrase, no reading now	no comment	から [から] (prt) (1) from (e.g. time, place, numerical quantity)/since/(2) from (originator)/(3) because/(4) out of (constituent, part)/(5) through (e.g. window, vestibule)/(6) after/since (following te-form verb)/(P)/<br>	firefox phrase	5540
フォント	PEFontDescExpected, comp found	フォント記述子であるべきところが '%1$S' になっています。	(n) font/	フォント	no comment	フォント [フォント] (n) font/<br>	firefox word found	2185
フォント記述子であるべきところが '%1$S' になっています。	PEFontDescExpected	self	Expected font descriptor but found '%1$S'.	phrase, no reading now	no comment	居間 [いま] (n) living room (western style)/(P)/<br>今 [いま] (n-adv,n) now/the present time/just now/soon/immediately/(one) more/(P)/<br>	firefox phrase	2192
